title,tag,info,comments,content
穆斯林的葬礼,豆瓣图书标签: 中国文学,霍达 / 北京十月文艺出版社 / 1988-12-1 / 32.00,(120784人评价),"一个穆斯林家族，六十年间的兴衰，三代人命运的沉浮，两个发生在不同时代、有着不同内容却又交错扭结的爱情悲剧。
这部五十余万字的长篇，以独特的视角，真挚的情感，..."
我们仨,豆瓣图书标签: 中国文学,杨绛 / 生活·读书·新知三联书店 / 2003-7 / 18.80元,(177587人评价),《我们仨》是钱钟书夫人杨绛撰写的家庭生活回忆录。1998年，钱钟书逝世，而他和杨绛唯一的女儿钱瑗已于此前（1997年）先他们而去。在人生的伴侣离去四年后，杨...
人生海海,豆瓣图书标签: 中国文学,麦家 / 北京十月文艺出版社 / 2019-4 / 55.00元,(10856人评价),"“他是全村最出奇古怪的人，古怪的名目要扳着指头一个一个数：
第一，他当过国民党军队的上校，是革命群众要斗争的对象。但大家一边斗争他，一边又巴结讨好他，家里出..."
红楼梦,豆瓣图书标签: 中国文学,[清] 曹雪芹 著、高鹗 续 / 人民文学出版社 / 1996-12 / 59.70元,(215287人评价),《红楼梦》是一部百科全书式的长篇小说。以宝黛爱情悲剧为主线，以四大家族的荣辱兴衰为背景，描绘出18世纪中国封建社会的方方面面，以及封建专制下新兴资本主义民主...
狼图腾,豆瓣图书标签: 中国文学,姜戎 / 长江文艺出版社 / 2004-4 / 32.00元,(124923人评价),《狼图腾》由几十个有机连贯的“狼故事”组成，情节紧张激烈而又新奇神秘。读者可从书中每一篇章、每个细节中攫取强烈的阅读快感，令人欲罢不能。那些精灵一般的蒙古草...
城南旧事,豆瓣图书标签: 中国文学,林海音 文、关维兴 图 / 中国青年出版社 / 2003-7 / 16.00元,(64780人评价),多少年来，《城南旧事》感动了一代又一代的读者，除了再版无数次的小说版外，1985年，本书在中国大陆搬上银幕，电影“城南旧事”获得“中国电影金鸡奖”、第二届“...
三体,豆瓣图书标签: 中国文学,刘慈欣 / 重庆出版社 / 2008-1 / 23.00,(304073人评价),文化大革命如火如荼进行的同时。军方探寻外星文明的绝秘计划“红岸工程”取得了突破性进展。但在按下发射键的那一刻，历经劫难的叶文洁没有意识到，她彻底改变了人类的...
白鹿原,豆瓣图书标签: 中国文学,陈忠实 / 人民文学出版社 / 1997-12 / 28.00元,(84771人评价),这是一部渭河平原五十年变迁的雄奇史诗，一轴中国农村班斓多彩、触目惊心的长幅画卷。主人公六娶六丧，神秘的序曲预示着不祥。一个家族两代子孙，为争夺白鹿原的统治代...
朝花夕拾,豆瓣图书标签: 中国文学,鲁迅 / 人民文学出版社 / 1972年4月 / 0.25元,(57260人评价),"《小引》
《狗·猫·鼠》
《阿长与山海经》
《二十四孝图》
《五猖会》
《无常》
《从百草园到三味书屋》
《父亲的病》
《琐记》
《藤野先生》
《范爱农》
..."
围城,豆瓣图书标签: 中国文学,钱钟书 / 人民文学出版社 / 1991-2-1 / 39.00元,(31858人评价),《围城》是一幅栩栩如生的世井百态图，人生的酸甜苦辣千般滋味均在其中得到了淋漓尽致的体现。钱钟书先生将自己的语言天才并入极其渊博的知识，再添加上一些讽刺主义的...
房思琪的初恋乐园,豆瓣图书标签: 中国文学,林奕含 / 北京联合出版公司 / 2018-1 / 45.00元,(103129人评价),"令人心碎却无能为力的真实故事。
向死而生的文学绝唱  打动万千读者的年度华语小说。
李银河 戴锦华 骆以军 张悦然 冯唐 詹宏志 蒋方舟 史航 等多位学者作..."
黄金时代,豆瓣图书标签: 中国文学,王小波 / 花城出版社 / 1999-3 / 19.00元,(99846人评价),《黄金时代》是《时代三部曲》之一。  这是以文革时期为背景的系列作品构成的长篇。发生“文化大革命”的二十世纪六七十年代，正是我们国家和民族的灾难年代。那时，...
呐喊,豆瓣图书标签: 中国文学,鲁迅 / 人民文学出版社 / 1973年3月 / 0.36元,(66797人评价),《呐喊》收录作者1918年至1922年所作小说十四篇。1923年8月由北京新潮社出版，原收十五篇，列为该社《文艺丛书》之一。1924年5月第三次印刷时起，改...
倾城之恋,豆瓣图书标签: 中国文学,花城出版社 / 1997-3-1 / 11.00,(129144人评价),一对现实庸俗的男女，在战争的兵荒马乱之中被命运掷骰子般地掷到了一起，于“一刹那”体会到了“一对平凡的夫妻”之间的“一点真心”⋯⋯张爱玲是作为中国现代文学史上...
﻿小王子,豆瓣图书标签: 经典,[法] 圣埃克苏佩里 / 马振聘 / 人民文学出版社 / 2003-8 / 22.00元,(433622人评价),小王子是一个超凡脱俗的仙童，他住在一颗只比他大一丁点儿的小行星上。陪伴他的是一朵他非常喜爱的小玫瑰花。但玫瑰花的虚荣心伤害了小王子对她的感情。小王子告别小行...
活着,豆瓣图书标签: 经典,余华 / 作家出版社 / 2012-8-1 / 20.00元,(307184人评价),《活着(新版)》讲述了农村人福贵悲惨的人生遭遇。福贵本是个阔少爷，可他嗜赌如命，终于赌光了家业，一贫如洗。他的父亲被他活活气死，母亲则在穷困中患了重病，福贵...
追风筝的人,豆瓣图书标签: 经典,[美] 卡勒德·胡赛尼 / 李继宏 / 上海人民出版社 / 2006-5 / 29.00元,(512690人评价),12岁的阿富汗富家少爷阿米尔与仆人哈桑情同手足。然而，在一场风筝比赛后，发生了一件悲惨不堪的事，阿米尔为自己的懦弱感到自责和痛苦，逼走了哈桑，不久，自己也跟...
红楼梦,豆瓣图书标签: 经典,[清] 曹雪芹 著、高鹗 续 / 人民文学出版社 / 1996-12 / 59.70元,(215287人评价),《红楼梦》是一部百科全书式的长篇小说。以宝黛爱情悲剧为主线，以四大家族的荣辱兴衰为背景，描绘出18世纪中国封建社会的方方面面，以及封建专制下新兴资本主义民主...
围城,豆瓣图书标签: 经典,钱锺书 / 人民文学出版社 / 1991-2 / 19.00,(301067人评价),《围城》是钱钟书所著的长篇小说。第一版于1947年由上海晨光出版公司出版。1949年之后，由于政治等方面的原因，本书长期无法在中国大陆和台湾重印，仅在香港出...
平凡的世界（全三部）,豆瓣图书标签: 经典,路遥 / 人民文学出版社 / 2005-1 / 64.00元,(190682人评价),《平凡的世界》是一部现实主义小说，也是一部小说形式的家族史。作者浓缩了中国西北农村的历史变迁过程，在小说中全景式地表现了中国当代城乡的社会生活。在近十年的广...
百年孤独,豆瓣图书标签: 经典,[哥伦比亚] 加西亚·马尔克斯 / 范晔 / 南海出版公司 / 2011-6 / 39.50元,(223215人评价),《百年孤独》是魔幻现实主义文学的代表作，描写了布恩迪亚家族七代人的传奇故事，以及加勒比海沿岸小镇马孔多的百年兴衰，反映了拉丁美洲一个世纪以来风云变幻的历史。...
月亮与六便士,豆瓣图书标签: 经典,[英] 威廉·萨默塞特·毛姆 / 徐淳刚 / 浙江文艺出版社 / 2017-1-1 / 39.80元,(90376人评价),"“满地都是六便士，他却抬头看见了月亮。”
银行家查尔斯，人到中年，事业有成，为了追求内心隐秘的绘画梦想，突然抛妻别子，弃家出走。他深知：人的每一种身份都是一..."
骆驼祥子,豆瓣图书标签: 经典,老舍 / 人民文学出版社 / 2000-3-1 / 12.00,(102298人评价),《骆驼祥子》是老舍用同情的笔触描绘的一幕悲剧：二十年代的北京，一个勤劳、壮实的底层社会小人物怀着发家、奋斗的美好梦想，却最终为黑暗的暴风雨所吞噬。它揭示了当...
傲慢与偏见,豆瓣图书标签: 经典,[英] 奥斯丁 / 张玲、张扬 / 人民文学出版社 / 1993-7 / 13.00元,(147253人评价),《傲慢与偏见》是简·奥斯汀的代表作，是一部描写爱情与婚姻的经典小说。作品以男女主人公达西和伊丽莎白由于傲慢和偏见而产生的爱情纠葛为线索，共写了四起姻缘：伊丽...
鲁滨逊漂流记,豆瓣图书标签: 经典,[英] 笛福 / 马静 / 广西民族出版社 / 2002-1 / 9.20元,(112977人评价),"《鲁滨逊飘流记》是18世纪英国作家达尼尔·笛福的代表作品，也是一部具有广泛的世界性影响的作品。
小说以1704年一名苏格兰水手亚历山大·薛里基洛克航海遇险，..."
老人与海,豆瓣图书标签: 经典,海明威 / 吴劳 / 上海译文出版社 / 1999-10 / 8.20元,(116979人评价),本书讲述了一个渔夫的故事。古巴老渔夫圣地亚哥在连续八十四天没捕到鱼的情况下，终于独自钓上了一条大马林鱼，但这鱼实在大，把他的小船在海上拖了三天才筋疲力尽，被...
三体,豆瓣图书标签: 经典,刘慈欣 / 重庆出版社 / 2008-1 / 23.00,(304073人评价),文化大革命如火如荼进行的同时。军方探寻外星文明的绝秘计划“红岸工程”取得了突破性进展。但在按下发射键的那一刻，历经劫难的叶文洁没有意识到，她彻底改变了人类的...
简爱（英文全本）,豆瓣图书标签: 经典,[英] 夏洛蒂·勃朗特 / 世界图书出版公司 / 2003-11 / 18.00元,(157983人评价),《简爱》是英国女作家夏洛蒂·勃朗特的代表作品。女主人公简爱是一个追赶求平等与自主的知识女性形象，小说以其感人的对于一位“灰姑娘式”人物奋斗史的刻划取胜，《简...
边城,豆瓣图书标签: 经典,沈从文、黄永玉 卓雅 插图. / 北岳文艺出版社 / 2002-4 / 12.00元,(136896人评价),《边城》是沈从文的代表作，写于一九三三年至一九三四年初。这篇作品如沈从文的其他湘西作品，着眼于普通人、善良人的命运变迁，描摹了湘女翠翠阴差阳错的生活悲剧，诚...
飘,豆瓣图书标签: 经典,[美国] 玛格丽特·米切尔 / 李美华 / 译林出版社 / 2000-9 / 40.00元,(123129人评价),小说中的故事发生在1861年美国南北战争前夕。生活在南方的少女郝思嘉从小深受南方文化传统的熏陶，可在她的血液里却流淌着野性的叛逆因素。随着战火的蔓廷和生活环...
许三观卖血记,豆瓣图书标签: 经典,余华 / 南海出版公司 / 1998-9 / 16.80元,(139910人评价),《许三观卖血记》是余华1995年创作的一部长篇小说，它以博大的温情描绘了磨难中的人生，以激烈的故事形式表达了人在面对厄运时求生的欲望。小说讲述了许三观靠着卖...
霍乱时期的爱情,豆瓣图书标签: 经典,[哥伦比亚] 加西亚·马尔克斯 / 杨玲 / 南海出版公司 / 2012-9-1 / 39.50元,(131545人评价),"★马尔克斯唯一正式授权，首次完整翻译
★《霍乱时期的爱情》是我最好的作品，是我发自内心的创作。——加西亚•马尔克斯
★这部光芒闪耀、令人心碎的作品是人类有史..."
穆斯林的葬礼,豆瓣图书标签: 经典,霍达 / 北京十月文艺出版社 / 1988-12-1 / 32.00,(120784人评价),"一个穆斯林家族，六十年间的兴衰，三代人命运的沉浮，两个发生在不同时代、有着不同内容却又交错扭结的爱情悲剧。
这部五十余万字的长篇，以独特的视角，真挚的情感，..."
围城,豆瓣图书标签: 经典,钱钟书 / 人民文学出版社 / 1991-2-1 / 39.00元,(31858人评价),《围城》是一幅栩栩如生的世井百态图，人生的酸甜苦辣千般滋味均在其中得到了淋漓尽致的体现。钱钟书先生将自己的语言天才并入极其渊博的知识，再添加上一些讽刺主义的...
﻿解忧杂货店,豆瓣图书标签: 日本文学,[日] 东野圭吾 / 李盈春 / 南海出版公司 / 2014-5 / 39.50元,(505949人评价),"现代人内心流失的东西，这家杂货店能帮你找回——
僻静的街道旁有一家杂货店，只要写下烦恼投进卷帘门的投信口，第二天就会在店后的牛奶箱里得到回答。
因男友身患绝..."
白夜行,豆瓣图书标签: 日本文学,[日] 东野圭吾 / 刘姿君 / 南海出版公司 / 2008-9 / 29.80元,(375936人评价),“只希望能手牵手在太阳下散步”，这个象征故事内核的绝望念想，有如一个美丽的幌子，随着无数凌乱、压抑、悲凉的故事片段像纪录片一样一一还原：没有痴痴相思，没有海...
人间失格,豆瓣图书标签: 日本文学,太宰治 / 许时嘉 / 吉林出版集团有限责任公司 / 2009年9月 / 16.00元,(136385人评价),《人间失格》是日本著名小说家太宰治最具影响力的小说作品，同时也是糸色望（注：动漫《再见！绝望先生》的主角）老师日常生活必备的读物之一。另外在日本轻小说《文学...
嫌疑人X的献身,豆瓣图书标签: 日本文学,[日] 东野圭吾 / 刘子倩 / 南海出版公司 / 2008-9 / 28.00,(311979人评价),"百年一遇的数学天才石神，每天唯一的乐趣，便是去固定的便当店买午餐，只为看一眼在便当店做事的邻居靖子。
靖子与女儿相依为命，失手杀了前来纠缠的前夫。石神提出由..."
挪威的森林,豆瓣图书标签: 日本文学,[日] 村上春树 / 林少华 / 上海译文出版社 / 2001-2 / 18.80元,(276479人评价),这是一部动人心弦的、平缓舒雅的、略带感伤的恋爱小说。小说主人公渡边以第一人称展开他同两个女孩间的爱情纠葛。渡边的第一个恋人直子原是他高中要好同学木月的女友，...
